post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,visibility,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,meta:_yoast_wpseo_focuskw,meta:_yoast_wpseo_canonical,meta:_yoast_wpseo_bctitle,meta:_yoast_wpseo_meta-robots-adv,meta:_yoast_wpseo_is_cornerstone,meta:_yoast_wpseo_metadesc,meta:_yoast_wpseo_linkdex,meta:_yoast_wpseo_estimated-reading-time-minutes,meta:_yoast_wpseo_content_score,meta:_yoast_wpseo_title,meta:_yoast_wpseo_metakeywords,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,attribute:Смаки,attribute_data:Смаки,attribute_default:Смаки
"Темпура туна",tempura-tuna,,54097,&nbsp;,"<br><div class=""ingradient"">рис, норі, тунець, зелена цибуля, авокадо, кюпі, темпура</div>",publish,,0,"2023-08-17 13:55:13",16,closed,,,,no,no,,130,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/tempura-tuna/,,,,,,,,0,60,,,simple,,"Не бажані > Lavanda > Суші|Не бажані > Lavanda",,,,,
"Темпура CHEESE",tempura-cheese,,54098,&nbsp;,"<br><div class=""ingradient"">рис, норі, чедр, моцареле, філадельфія, соус унагі, темпура</div>",publish,,0,"2023-08-17 13:56:57",16,closed,,,,no,no,,120,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/tempura-cheese/,,,,,,,,0,60,,,simple,,"Не бажані > Lavanda > Суші|Не бажані > Lavanda",,,,,
"Темпура креветка",tempura-krevetka,,54099,&nbsp;,"<br><div class=""ingradient"">рис, норі, креветка, філадельфія, авокадо, темпура, соус унагі, кунжут</div>",publish,,0,"2023-08-17 13:59:55",16,closed,,,,no,no,,145,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/tempura-krevetka/,,,,,,,,0,60,,,simple,,"Не бажані > Lavanda > Суші|Не бажані > Lavanda",,,,,
"Темпура Spicy",tempura-spicy,,54100,&nbsp;,"<br><div class=""ingradient"">рис, норі, лосось, тунець, авокадо, огірок, соус спайсі, темпура</div>",publish,,0,"2023-08-17 14:01:33",16,closed,,,,no,no,,180,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/tempura-spicy/,,,,,,,,0,60,,,simple,,"Не бажані > Lavanda > Суші|Не бажані > Lavanda",,,,,
"Темпура філадельфія",tempura-filadelfiya,,54101,&nbsp;,"<br><div class=""ingradient"">рис, норі, лосось, авокадо, огірок, філадельфія, унагі</div>",publish,,0,"2023-08-17 14:05:09",16,closed,,,,no,no,,165,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/tempura-filadelfiya/,,,,,,,,0,60,,,simple,,"Не бажані > Lavanda > Суші|Не бажані > Lavanda",,,,,
"Зелений дракон",zelenyj-drakon,,54103,&nbsp;,"<br><div class=""ingradient"">рис, норі, лосось, філадельфія, ікра лет., огірок, авокадо, соус унагі, кунжут</div>",publish,,0,"2023-08-17 14:10:34",16,closed,,,,no,no,,175,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/zelenyj-drakon/,,,,,,,,0,60,,,simple,,"Не бажані > Lavanda > Суші|Не бажані > Lavanda",,,,,
"Золотий дракон",zolotyj-drakon,,54104,&nbsp;,"<br><div class=""ingradient"">рис, норі, філадельфія, креветка темпура, огірок, соус спайсі, ікра лет., вугор, унагі, конжут</div>",publish,,0,"2023-08-17 14:12:19",16,closed,,,,no,no,,245,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/zolotyj-drakon/,,,,,,,,0,60,,,simple,,"Не бажані > Lavanda > Суші|Не бажані > Lavanda",,,,,
"Червоний дракон",chervonyj-drakon,,54105,&nbsp;,"<br><div class=""ingradient"">рис, норі, вугор, кюпі, ікра лет., огірок, лосось</div>",publish,,0,"2023-08-17 14:13:27",16,closed,,,,no,no,,200,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/chervonyj-drakon/,,,,,,,,0,60,,,simple,,"Не бажані > Lavanda > Суші|Не бажані > Lavanda",,,,,
"Чорний дракон",chornyj-drakon,,54106,&nbsp;,"<br><div class=""ingradient"">рис, норі, філадельфія, ікра масаго, авокадо, лосось, вугор, унагі, конжут</div>",publish,,0,"2023-08-17 14:14:55",16,closed,,,,no,no,,280,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/chornyj-drakon/,,,,,,,,0,60,,,simple,,"Не бажані > Lavanda > Суші|Не бажані > Lavanda",,,,,
"Рол креветка лосось",rol-krevetka-losos,,54107,,"<br><div class=""ingradient"">рис, норі, філадельфія, креветка, авокадо, соус унагі, лосось</div>",publish,,0,"2023-08-17 14:16:09",16,closed,,,,no,no,,200,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/rol-krevetka-losos/,,,,,,,,0,,,,simple,,"Не бажані > Lavanda > Суші|Не бажані > Lavanda",,,,,
"Фірмовий рол",firmovyj-rol,,54108,&nbsp;,"<br><div class=""ingradient"">рис, норі, креветка темпура, філадельфія, огірок, авокадо, соус унагі, кунжут</div>",publish,,0,"2023-08-17 14:17:28",16,closed,,,,no,no,,180,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/firmovyj-rol/,,,,,,,,0,60,,,simple,,"Не бажані > Lavanda > Суші|Не бажані > Lavanda",,,,,
"Сет ХІТ 1035гр.",set-hit-1035gr,,54109,,"<br><div class=""ingradient"">філадельфія з лососем, філадельфія з креветкою, cheese рол, каліфорнія сурімі, макі з авокадо</div>",publish,,0,"2023-08-17 14:19:38",16,closed,,,,no,no,,570,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/set-hit-1035gr/,,,,,,,,0,,,,simple,,"Не бажані > Lavanda > Сети|Не бажані > Lavanda",,,,,
"Сет MEGA 1510гр.",set-mega-1510gr,,54110,&nbsp;,"<br><div class=""ingradient"">філадельфія з лососем, cheese рол, сурімі тобіко, футомакі туна, футомакі сурімі, темпура креветка, макі з огірком</div>",publish,,0,"2023-08-17 14:21:58",16,closed,,,,no,no,,810,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/set-mega-1510gr/,,,,,,,,0,60,,,simple,,"Не бажані > Lavanda > Сети|Не бажані > Lavanda",,,,,
"Сет ЛОСОСЬ 1085гр.",set-losos-1085gr,,54111,,"<br><div class=""ingradient"">філадельфія з лососем, філадельфія double, футомакі сяке , темпура сяке, макі з лососем</div>",publish,,0,"2023-08-17 14:23:57",16,closed,,,,no,no,,720,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/set-losos-1085gr/,,,,,,,,0,,,,simple,,"Не бажані > Lavanda > Сети|Не бажані > Lavanda",,,,,
"Сет ФІЛАДЕЛЬФІЯ 975гр.",set-filadelfiya-975gr,,54112,,"<br><div class=""ingradient"">філадельфія з лососем, філадельфія double, філадельфія з вугрем, cheese рол</div>",publish,,0,"2023-08-17 14:25:56",16,closed,,,,no,no,,635,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/set-filadelfiya-975gr/,,,,,,,,0,,,,simple,,"Не бажані > Lavanda > Сети|Не бажані > Lavanda",,,,,
"Сет CHEESE 1070гр.",set-cheese-1070gr,,54113,,"<br><div class=""ingradient"">cheese рол, cheese рол з креветкою темпура, cheese з вугрем, cheese темпура, макі філа</div>",publish,,0,"2023-08-17 14:28:58",16,closed,,,,no,no,,560,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/set-cheese-1070gr/,,,,,,,,0,,,,simple,,"Не бажані > Lavanda > Сети|Не бажані > Lavanda",,,,,
"Сет ТЕМПУРА 945гр.",set-tempura-945gr,,54114,&nbsp;,"<br><div class=""ingradient"">темпура cheese, темпура туна, темпура креветка, темпура філадельфія</div>",publish,,0,"2023-08-17 14:30:35",16,closed,,,,no,no,,560,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/set-tempura-945gr/,,,,,,,,0,60,,,simple,,"Не бажані > Lavanda > Сети|Не бажані > Lavanda",,,,,
"Сет ДРАКОН 1100гр.",set-drakon-1100gr,,54115,,"<br><div class=""ingradient"">зелений дракон, червоний дракон, золотий дракон, cheese рол</div>",publish,,0,"2023-08-17 14:31:57",16,closed,,,,no,no,,675,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/set-drakon-1100gr/,,,,,,,,0,,,,simple,,"Не бажані > Lavanda > Сети|Не бажані > Lavanda",,,,,
"Стандартний набір",standartnyj-nabir,,54134,,"<br><div class=""ingradient"">васабі, імбир, соєвий соус, палички  *набір розрахований на одну особу</div",publish,,0,"2023-08-18 19:52:47",16,closed,,,,no,no,,15,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/standartnyj-nabir/,,,,,,,,0,,,,simple,,"Не бажані > Lavanda > Додатки",,,,,
"Шашлик зі свинини 1кг",shashlyk-zi-svynyny-1kg,,54169,"булочка, ко&lt;br&gt;&lt;div class=""ingradient""&gt;тлета, сир, помідор, огірок, делікатний соус, цибулеві кільця фрі&lt;/div&gt;","<br><div class=""ingradient""> замовлення приймаються від 1кг, час приготування 1год.</div>",publish,,0,"2023-08-22 15:35:12",16,closed,,,,no,no,,500,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tyk-tyk.biz/wp-content/uploads/2023/08/photo_2023-08-22_15-31-54.jpg ! alt :  ! title : photo_2023-08-22_15-31-54 ! desc :  ! caption : ",,https://tyk-tyk.biz/test-market/shashlyk-zi-svynyny-1kg/,,,,,,,,1,90,,,simple,,"Не бажані > LA PIZZA DI SERGIO > Шашлик|Не бажані > LA PIZZA DI SERGIO",,,,,
"Шаурма Мікс 800гр.",shaurma-miks-800gr,,54236,"лаваш, капуста, огірок, помідор, гриби, перець болгарський, сир, свинина, м'ясо курки, соуси",,publish,,0,"2023-08-30 14:54:41",16,closed,,,,no,no,,160,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/shaurma-miks-800gr/,,,,,,,,1,90,,,simple,,"CONO-PIZZA > Шаурма|CONO-PIZZA",,,,,
"Чікен Рол 400гр.",chiken-rol-500gr,,54237,"лаваш, огірок, помідор, курячі нагетси, сир, соуси",,publish,,0,"2023-08-30 14:56:21",16,closed,,,,no,no,,160,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/chiken-rol-500gr/,,,,,,,,1,90,,,simple,,"CONO-PIZZA > Шаурма|CONO-PIZZA",,,,,
"Шаурма з куркою 500гр.",shaurma-z-kurkoyu-500gr,,54238,"лаваш, капуста, огірок, помідор, сир, м'ясо курки, соуси",,publish,,0,"2023-08-30 15:00:17",16,closed,,,,no,no,,130,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/shaurma-z-kurkoyu-500gr/,,,,,,,,1,90,,,simple,,"CONO-PIZZA > Шаурма|CONO-PIZZA",,,,,
"Шаурма зі свининою 500гр.",shaurma-zi-svynynoyu-500gr,,54239,"лаваш, капуста, огірок, помідор, сир, свинина, соуси",,publish,,0,"2023-08-30 15:01:25",16,closed,,,,no,no,,140,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/shaurma-zi-svynynoyu-500gr/,,,,,,,,1,90,,,simple,,"CONO-PIZZA > Шаурма|CONO-PIZZA",,,,,
"Шаурма міні з куркою 350гр.",shaurma-mini-z-kurkoyu-300gr,,54240,"лаваш, соуси, капуста, огірок, помідор, м'ясо курки, сир",,publish,,0,"2023-08-30 15:04:12",16,closed,,,,no,no,,85,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/shaurma-mini-z-kurkoyu-300gr/,,,,,,,,1,90,,,simple,,"CONO-PIZZA > Шаурма|CONO-PIZZA",,,,,
"Шаурма міні зі свининою 350гр.",shaurma-mini-zi-svynynoyu-300gr,,54241,"лаваш, соуси, свинина, капуста, огірок, сир",,publish,,0,"2023-08-30 15:05:29",16,closed,,,,no,no,,95,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/shaurma-mini-zi-svynynoyu-300gr/,,,,,,,,1,60,,,simple,,"CONO-PIZZA > Шаурма|CONO-PIZZA",,,,,
"Шаурма міні Мікс 400гр.",shaurma-mini-miks-350gr,,54242,"лаваш, соуси, сир, капуста, огірок, помідор, перець болгарський, гриби, м'ясо курки, м'ясо свинини.",,publish,,0,"2023-08-30 15:07:19",16,closed,,,,no,no,,105,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/shaurma-mini-miks-350gr/,,,,,,,,1,90,,,simple,,"CONO-PIZZA > Шаурма|CONO-PIZZA",,,,,
"Баварська 700гр.",bavarska-800gr,,54243,"ковбаски баварські, шинка, помідор,сир",,publish,,0,"2023-08-30 15:16:53",16,closed,,,,no,no,,175,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/bavarska-800gr/,,,,,,,,1,60,,,simple,,"CONO-PIZZA > Піца|CONO-PIZZA",,,,,
"Курочка 700гр.",kurochka-800gr,,54244,"куряче філе, кукурузка, помідор, сир",,publish,,0,"2023-08-30 15:17:54",16,closed,,,,no,no,,180,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/kurochka-800gr/,,,,,,,,1,60,,,simple,,"CONO-PIZZA > Піца|CONO-PIZZA",,,,,
"М'ясна 800гр.",m-yasna-800gr,,54245,"шинка, гриби, перець болгарський, помідор, сир",,publish,,0,"2023-08-30 15:19:45",16,closed,,,,no,no,,180,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/m-yasna-800gr/,,,,,,,,1,60,,,simple,,"CONO-PIZZA > Піца|CONO-PIZZA",,,,,
"Маргарита 700гр.",margaryta-800gr,,54246,"подвійний сир, помідор",,publish,,0,"2023-08-30 15:21:13",16,closed,,,,no,no,,160,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/margaryta-800gr/,,,,,,,,1,60,,,simple,,"CONO-PIZZA > Піца|CONO-PIZZA",,,,,
"Салямі 700гр.",salyami-800gr,,54247,"салямі, сир твердий",,publish,,0,"2023-08-30 15:22:14",16,closed,,,,no,no,,190,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/salyami-800gr/,,,,,,,,1,60,,,simple,,"CONO-PIZZA > Піца|CONO-PIZZA",,,,,
"Папероні 700гр.",paperoni-800gr,,54248,"папероні, сир твердий, перець чилі",,publish,,0,"2023-08-30 15:23:13",16,closed,,,,no,no,,190,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/paperoni-800gr/,,,,,,,,1,60,,,simple,,"CONO-PIZZA > Піца|CONO-PIZZA",,,,,
"Піца в конусі з куркою та грибами",pitsa-v-konusi-z-kurkoyu-ta-grybamy,,54249,"м'ясо курки, гриби, сир",,publish,,0,"2023-08-30 15:24:26",16,closed,,,,no,no,,85,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/pitsa-v-konusi-z-kurkoyu-ta-grybamy/,,,,,,,,1,60,,,simple,,"CONO-PIZZA > Піца|CONO-PIZZA",,,,,
"Піца в конусі зі свининою та грибами",pitsa-v-konusi-zi-svynynoyu-ta-grybamy,,54250,"свинина, гриби, сир",,publish,,0,"2023-08-30 15:25:23",16,closed,,,,no,no,,85,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/pitsa-v-konusi-zi-svynynoyu-ta-grybamy/,,,,,,,,1,60,,,simple,,"CONO-PIZZA > Піца|CONO-PIZZA",,,,,
"Хот-дог в булці з молочною сосискою",hot-dog-v-bultsi-z-molochnoyu-sosyskoyu,,54251,"булочка, капуста, морква по-корейськи, соуси сосиска",,publish,,0,"2023-08-30 15:58:53",16,closed,,,,no,no,,60,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/hot-dog-v-bultsi-z-molochnoyu-sosyskoyu/,,,,,,,,1,90,,,simple,,"CONO-PIZZA > Хот-доги|CONO-PIZZA",,,,,
"Хот-дог в булці з подвійною молочною сосискою",hot-dog-v-bultsi-z-podvijnoyu-molochnoyu-sosyskoyu,,54253,"булочка, капуста, морква по-корейськи, соуси сосиска",,publish,,0,"2023-08-30 16:00:19",16,closed,,,,no,no,,70,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/hot-dog-v-bultsi-z-podvijnoyu-molochnoyu-sosyskoyu/,,,,,,,,1,90,,,simple,,"CONO-PIZZA > Хот-доги|CONO-PIZZA",,,,,
"Хот-дог в булці з баварською сосискою",hot-dog-v-bultsi-z-bavarskoyu-sosyskoyu,,54254,"булочка, капуста, морква по-корейськи, соуси сосиска",,publish,,0,"2023-08-30 16:01:22",16,closed,,,,no,no,,60,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/hot-dog-v-bultsi-z-bavarskoyu-sosyskoyu/,,,,,,,,1,90,,,simple,,"CONO-PIZZA > Хот-доги|CONO-PIZZA",,,,,
"Хот-дог в булці з подвійною баварською сосискою",hot-dog-v-bultsi-z-podvijnoyu-bavarskoyu-sosyskoyu,,54256,"булочка, капуста, морква по-корейськи, соуси сосиска",,publish,,0,"2023-08-30 16:03:33",16,closed,,,,no,no,,70,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/hot-dog-v-bultsi-z-podvijnoyu-bavarskoyu-sosyskoyu/,,,,,,,,1,90,,,simple,,"CONO-PIZZA > Хот-доги|CONO-PIZZA",,,,,
"Хот-дог в лаваші з молочною сосискою",hot-dog-v-lavashi-z-molochnoyu-sosyskoyu,,54257,"лаваш, капуста, морква по-корейськи, огірок, помідор, сосиска, соуси",,publish,,0,"2023-08-30 16:05:47",16,closed,,,,no,no,,45,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/hot-dog-v-lavashi-z-molochnoyu-sosyskoyu/,,,,,,,,1,90,,,simple,,"CONO-PIZZA > Хот-доги|CONO-PIZZA",,,,,
"Хот-дог в лаваші з подвійною молочною сосискою",hot-dog-v-lavashi-z-podvijnoyu-molochnoyu-sosyskoyu,,54258,"лаваш, капуста, морква по-корейськи, огірок, помідор, сосиска, соуси",,publish,,0,"2023-08-30 16:06:37",16,closed,,,,no,no,,70,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/hot-dog-v-lavashi-z-podvijnoyu-molochnoyu-sosyskoyu/,,,,,,,,1,90,,,simple,,"CONO-PIZZA > Хот-доги|CONO-PIZZA",,,,,
"Хот-дог в лаваші з баварською сосискою",hot-dog-v-lavashi-z-bavarskoyu-sosyskoyu,,54259,"лаваш, капуста, морква по-корейськи, огірок, помідор, сосиска, соуси",,publish,,0,"2023-08-30 16:07:21",16,closed,,,,no,no,,80,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/hot-dog-v-lavashi-z-bavarskoyu-sosyskoyu/,,,,,,,,1,90,,,simple,,"CONO-PIZZA > Хот-доги|CONO-PIZZA",,,,,
"Хот-дог в лаваші з подвійною баварською сосискою",hot-dog-v-lavashi-z-podvijnoyu-bavarskoyu-sosyskoyu,,54260,"лаваш, капуста, морква по-корейськи, огірок, помідор, сосиска, соуси",,publish,,0,"2023-08-30 16:08:09",16,closed,,,,no,no,,90,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/hot-dog-v-lavashi-z-podvijnoyu-bavarskoyu-sosyskoyu/,,,,,,,,1,90,,,simple,,"CONO-PIZZA > Хот-доги|CONO-PIZZA",,,,,
Кишенька,kyshenka,,54262,"сир, копчена курка, огірок, помідор, соус часниковий, кутчуп",,publish,,0,"2023-08-30 16:12:22",16,closed,,,,no,no,,70,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/kyshenka/,,,,,,,,1,90,,,simple,,"CONO-PIZZA > fast food|CONO-PIZZA",,,,,
Багет,baget,,54263,"сир, шинка, огірок, помідор, соуси",,publish,,0,"2023-08-30 16:18:42",16,closed,,,,no,no,,55,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/baget/,,,,,,,,1,60,,,simple,,"CONO-PIZZA > fast food|CONO-PIZZA",,,,,
Бургер,burger,,54264,"котлета з курячого м'яса, огірок, помідор, сир, соуси",,publish,,0,"2023-08-30 16:19:48",16,closed,,,,no,no,,70,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/burger/,,,,,,,,1,90,,,simple,,"CONO-PIZZA > fast food|CONO-PIZZA",,,,,
Чебурек,cheburek,,54265,,,publish,,0,"2023-08-30 16:25:03",16,closed,,,,no,no,,60,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/cheburek/,,,,,,,,,,,,simple,,"CONO-PIZZA > fast food|CONO-PIZZA",,,,,
"Хачапурі по Аджирськи 500гр.",hachapuri-po-adzhyrsky-500gr,,54266,"тісто, сир, яйце, масло",,private,,0,"2023-08-30 16:26:18",16,closed,,,,no,no,,100,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/hachapuri-po-adzhyrsky-500gr/,,,,,,,,1,60,,,simple,,"CONO-PIZZA > fast food|CONO-PIZZA",,,,,
"Хот-дог по-французьки з молочною сосискою",hot-dog-po-frantsuzky-z-molochnoyu-sosyskoyu,,54267,,,publish,,0,"2023-08-30 16:28:11",16,closed,,,,no,no,,55,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/hot-dog-po-frantsuzky-z-molochnoyu-sosyskoyu/,,,,,,,,,,,,simple,,"CONO-PIZZA > Хот-доги|CONO-PIZZA",,,,,
"Хот-дог по-французьки з баварською сосискою",hot-dog-po-frantsuzky-z-bavarskoyu-sosyskoyu,,54268,,,publish,,0,"2023-08-30 16:28:47",16,closed,,,,no,no,,65,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tyk-tyk.biz/wp-content/uploads/2023/08/IMG_5241.jpeg ! alt :  ! title : IMG_5241 ! desc :  ! caption : ",,https://tyk-tyk.biz/test-market/hot-dog-po-frantsuzky-z-bavarskoyu-sosyskoyu/,,,,,,,,,60,,,simple,,"CONO-PIZZA > Хот-доги|CONO-PIZZA",,,,,
"Енергетичний напій Non Stop MOONLIGHT | 500ml",energetychnyj-napij-non-stop-0-5l,,54328,,,publish,,0,"2023-09-07 17:06:15",23,closed,,,,no,no,,38,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tyk-tyk.biz/wp-content/uploads/2023/09/IMG_5917.jpeg ! alt :  ! title : IMG_5917 ! desc :  ! caption : ",,https://tyk-tyk.biz/test-market/energetychnyj-napij-non-stop-0-5l/,,,,,,,,,60,,,simple,,"Не бажані > Мінімаркет|Не бажані > Мінімаркет > Енергетичні напої",,,,,
"Шоколадний фондан з морозивом",shokoladnyj-fondan-z-morozyvom,,54339,,,publish,,0,"2023-09-08 16:32:56",16,closed,,,,no,no,,139,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tyk-tyk.biz/wp-content/uploads/2023/09/170705555990AC3952-0D8F-4F3E-8092-96B7E05E2125.jpeg ! alt :  ! title : 170705555990AC3952-0D8F-4F3E-8092-96B7E05E2125 ! desc :  ! caption : ",,https://tyk-tyk.biz/test-market/shokoladnyj-fondan-z-morozyvom/,,,,,,,,,60,,,simple,,"LOFT|LOFT > Десерти",,,,,
"Медовик карамельний",vyshnevyj-tart,,54341,,,publish,,0,"2023-09-08 16:34:24",16,closed,,,,no,no,,119,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tyk-tyk.biz/wp-content/uploads/2023/09/photo_2024-07-27_13-20-34-2-e1723368135243.jpg ! alt :  ! title : photo_2024-07-27_13-20-34 (2) ! desc :  ! caption : ",,https://tyk-tyk.biz/test-market/vyshnevyj-tart/,,,,,,,,,60,,,simple,,"LOFT|LOFT > Десерти",,,,,
"Вафлі з арахісом",makaronsy-4sht,,54342,,"&nbsp;
<div class=""ingradient""></div>",publish,,0,"2023-09-08 16:35:31",16,closed,,,,no,no,,79,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tyk-tyk.biz/wp-content/uploads/2023/09/1723889468BAAFC67C-ABCC-4076-8823-A84478A72D47.jpeg ! alt :  ! title : 1723889468BAAFC67C-ABCC-4076-8823-A84478A72D47 ! desc :  ! caption : ",,https://tyk-tyk.biz/test-market/makaronsy-4sht/,,,,,,,,0,60,,,simple,,"LOFT|LOFT > Десерти",,,,,
"Багет з шинкою",baget-z-shynkoyu,,54344,,,private,,0,"2023-09-08 16:38:35",16,closed,,,,no,no,,48,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://tyk-tyk.biz/test-market/baget-z-shynkoyu/,,,,,,,,,,,,simple,,"Не бажані > Мінімаркет > Хот-Дог Французький|Не бажані > Мінімаркет",,,,,
"Fata a casa | 570г",fata-a-casa-570g,,54383,,"<br><div class=""ingradient"">моцарела, фарш, тостовий сир, маринована синя цибуля, квашений огірок, томатний соус.</div>",publish,,0,"2023-09-12 15:53:26",16,closed,,,,no,no,,267,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tyk-tyk.biz/wp-content/uploads/2023/09/fata-a-cassa2.png.png ! alt :  ! title : fata-a-cassa2.png ! desc :  ! caption : ",,https://tyk-tyk.biz/test-market/fata-a-casa-570g/,,,,,,,,0,60,,,simple,,"PEPPERONI PIZZA|PEPPERONI PIZZA > Піци на томатах 30 см",,,,,
